,review,rating
37,all i need say run run far far away bank it disaster lately i want pull hair every time app and calling ask help locked app literally zero reason person help at all it nightmare i frustrated my ex i account brother sister transfer money back forth id kicked rock long long time ago but direct deposit taking away finding new place bank it honestly super sad da opened account i born ive member 30 year just wish theyd go back 5 star bank,1
38,ive since 2012 great started making subtle change like reducing number refundable atm fee changing hour straw broke camel back sudden upgrade whole new online mobile banking system everything worked old system activate card report card stolen report travel notification etc well say goodbye not function longer available online mobile depositing good month automatic car payment constantly withdrawing wrong amount took forever reach anyone using chat feature past took couple minute yes competitive auto loan rate still refund atm fee albeit small finite amount i dont think outweighs inconvenience using new system i used constantly rave credit union i think might time look elsewhere i suggest avoiding cost looking user friendly comprehensive system banking,1
39,i wanted open checking account bc bofa i 26 year changed free checking requirement high balance minimum i walked branch one front 2 ipads they wanted personal info nameaddress phone take picture create photo badge speak representative uhhhhh think buh bye that ridiculous personal info business dont think turned around walked right i aint ever coming backbye felicia,1
40,updated 21818 i since closed account happy new financial institutioni friend going open account based praise conversion fiasco that person couple day away joining after updated info person wont go near credit unionoriginal 2218while many advantage belonging credit union credit union i recommendcustomer service gone a cthe implementation new online banking system totally mismanaged fthe new online banking system fit cumbersome user friendly seems going get better i confident security systemthe atm old cumbersome d if upgarade system i hope much better implementation new line systemit seems common thread excluding atm fairly new president ceo kathy elser my grade di switching back major bank based experience stellar customer service,1
41,somehow feel like new wave everything this work take something wonderful work perfectly well member client thrilled credit union offering service feel like theyre something special decide arbitrarily make change system completely doesnt work vague uninformative explanation change essential vague reference security when ive called wait leave call frustration finally succumbed leaving voice member message went unanswered im left wondering one decided good idea wa another bad idea sold u improvement neededthe change illtimed endofthe year holiday mention whats happening around u world new website poorly introduced taken away useful function many loved like able write description transaction make ach transfer payment keeping clear track payment transaction history payment i thought made lost theyve offered pay penalty but time taken figure state thing all call vendor service wondering whether got paid how possible all history past payment wiped i asked i told search account past payment is joke it like went 2005 back 1996 told get program better are luddite b clearly care sffcu always exhibited left building the mea culpa message written ceo joke insulting the usual working fix problem left much unanswered when how the real fix abandon project billed improvement millennium tower anyone how stadium santa clara go backlike everyone else who left review i heartbroken i disciple sffcu switched big bank 2011 short time great product service convinced friend family member make switch sffcu leave corporate bank i finally wf 27 year reluctantly leaving first glad i here i 6 year later facing fact i leave another financial institution yet againwhen i finally get chance speak someone suggested id feel differently i learned new system sure like i enjoy paying 35 checking bag airplane getting meal kind crosscountry flight im left holiday end year like thousand others system i dont trust need leave credit union i asked way go back old system i got treated like i another person couldnt adapt new technology again bsi live present accept change mostly enjoy new technology but i cant accept technological change strip away benefit ease system offer benefit frustration im going backid love hear anyone sffcu suggestion new credit unionfinancial institution id prefer go back big bank i i willthank good year sffcu,1
42,originally left big bank improved customer service lower rate credit union it good implementation new banking system monthwhen attempting log new system account number linked completely different person security question phone number associated account number completely different yes i made sure account number typo this kind error never happen go show complete incompetency end release website member bug critical i described so waiting 90 minute speak customer support agent said ill need reregister information relink account guess the registration site currently disabled the agent mentioned error oneoff member calling complaining issueso summary account number currently linked someone el record i way retrieving itcorrecting mistake unless i visit branch,1
43,adding yet another one star review abysmal state thing last week since onlinemobile update like regression i used love bank easy use customer service always picked right away now unending wait hold rep sound like making answer appease disgruntled customer and bank issued update member problem rollout apology im currently searching new bank relieved remove money sinking ship,1
44,used excellent jewel rough new ceo came downhill since for unknown reason decided upgrade online banking system disaster it way le user friendly furthermore key function lost longer possible send ach transfer people even transfer within credit union gone the phone line used answered person almost immediately permanently jammed automated system age get someone all reason slipping away,1
45,im adding chorus used great many way impossibly difficult horrible not customer service shamble i financed paid two car institution i one first member i recently unable get finance newest car i went alliance credit union san jose approved even better interest rate what happened my credit a ive paid two ive increased income i used refer recommend sffcu everyone i simply happy banking institution made feel valued business financial safety not anymore the new online banking website act look prey2k dear board member can something this severely unfortunate,1
46,how 0 people ahead line yet ive still waiting hold 20 minute this service insulting on past occasion people call center discussed account failed verify identity properly asked member number that shocking financial institution i emailed manager response i credit card chase im considering moving banking well the customer service professional courteous nothing like sf fire,1
47,when call hold 25 minute agent come phone put hold another 10 minute wont using credit union open account suggestion hire staff handle incoming call if star give i would give zero star,1
48,i used love sf fire credit union it nightmare have clue thinking charge new line banking they make impossible pay loan even log i regret getting vehicle loan in past amazing dont get wrong the employee nice willing help but hand they overwhelmed call costumer hold 30min now car payment late i feel obligated drive instead calling it probably faster east bay consider using different credit union,1
49,i really wonder isthe beginning end sf fire credit union within last 6 month half dozen issue affecting banking relationship defined administrative incompetence this appears premeditated the latest today am told representative via phone moment ago online banking system downand unavailable atleast 25 total member almost 6 hour i start looking move another financial institution feel like noone is in charge sorry member almost nine yearsupdatetwitter system tomorrow morning 33018 start business many people including myselfkeep postedlol,1
50,my fav credit union location i love location myriad reasons1 smart staff result oriented gracious2 short linesif all3 great location laurel villagepresdio heights4 free parking san francisco5 bowl oxo sweet treatsive trading eight yearsno complaint,5
51,i using credit union 5 year im sure happened service gone completely hillthey use helpful convenient i would rave service friend family i used everything mobile app i would call happy transfer money account even i reached limit now total opposite everyone robot issue repeat thing i frustrated kept interrupting phone i finally hang werent hearing extremely condescending i go bank make deposit even transfer money i used able onlinesad see good bank go bad,1
52,excellent service ive coming vouch service they intercredit union banking flawlessly people competent courteous halloween bite sized chocolate counter 365 day year clean facility overall credit union unite,5
53,ive member sf fire credit union 1920 year when fireman used work bank processed loan if knew got money question asked loan they took care sorted problem spot the good ol daysfast forward new civilian management god forsaken crap website mobile app sure thing must change business must keep current technology unfortunately credit union made wrong turn poor management decision see negative review whoever designed new website app must must coerced looking different line work it embarrassment bay area center high tech my tech field spouse even commented rudimentary sitein case account i transfer deleted people i owe money patiently waiting either set transfer account back calling one get bank info closing account moving another credit union the latter likely going happencustomer service shts i told i called right back 30 min later still sitting waiting call confirming move another bank imminent update i never got call back dayi 2 account keep track the layout new website mess it wont separate sffcu member external bank account member specific account they get pooled together im trying transfer money so even i wanted transfer monies to outside account i scroll ton account find correct one correlate right from accountdepositing mobile app check sometimes futile now i learned i longer ability transfer money someone external bank account i set bill pay then credit union sends physical check take 1 week hahha for born yesterday check piece paper would trade good you would fill name receiver write actual ink pen amount paying yes sf fire credit union set back 30 yearsim done it good run please change name fire credit union embarrassment first responder city,2
54,ive member 5 yearsive never issue bank maybe month ago i called get information personal loan the gentleman i spoke practically laughed face i said i 22 year old strike onei called i got locked account needed transfer money account asap the woman i speaking kept putting hold even told i calling when i finally got back line i began explaining i got locked account needed money transferred asap car payment would withdrawn following day she said didnt my account overdraft i hit additional 25 fee i asked reverse said opt courtesy paywhy would i opt problem cause your employee said would make transfer never didstrike twotoday i called call center gentleman i spoke helping opt courtesy pay option wasnt showing end said complicated i kept telling get withas call went option opt still wasnt i began getting frustrated time phone 20 minute still nothing done i issue getting condesending i asked speak superior instead letting speak directly played messengerstrike threei finally got supervisor phone joke ha ha haif ever want belittled call call center if problem question favor go stonetown location,1
55,amazing service let give one example i credit card sf fire cu expire i called couple week ago inquire replacement card told would arrive two week well two week later hadnt arrived so i wrote message executive management team right front page website always send note ceo management asking could expedite especially since i leaving next day belated honeymoon i got response within minute letting know could replacement card ready pick afternoon one branch could send replacement card overnight wherever i staying after arranging pick card mint plaza branch financial district 5 pm day merely four hour since i contacted even offered buy drink bar next door i waited now friend first class service,5
56,i love sffcu especially fee international currency exchange atmwithdrawals that meant 17 rebate using atm airport mexico the online app easy navigate super convenient transfer depositing paycheck writing review craving one funsize snicker,5
57,convenient nearly everything free outstanding customer service what could ask,5
58,signed good free check atm refund six year later reward vanished new website dumpster fire horrible call center rat fleeing sinking ship etcthat sum i think,1
59,tuesday 230 pmthis review online checking option quickie weak user interface digital service frequent freeze reviewing transaction history limited option consumer challenge unforeseen feesand thentheir mission cause worthy check improvement near future especially market credit union,1
60,ive member 5 year i business account personal checkings saving it nice give atm fee back credit union toounfortunately dont support mintcom ive multiple issue routing number im setting automatic payment credit card also recently contacted offer small loan i though nice could useful time i went ahead applied denied minute later bogus explanation without taking responsibility prior statementsthe app utterly useless i havent able deposit check app 2 year ive contacted several time still fixi overdraft protection yet recently hit fee charge i clearly enough fund saving refunded partially fee shouldve refunded 100 since issue notification system overdraft protection faileddo favor look another credit union,1
61,i the biggest fan credit union until updated system changed bill pay set a combination bad communication change fundamental structure ridiculously misleading ux left frustrated looking cu option im incredibly disappointed,1
62,i always big fan sf fire cu transition new online banking system fiasco somehow system sent transfer mine another member account instead account i intended go took hour literally hour waiting hold phone online chat even reach representative i asked callback twice never received one i ultimately able resolve issue 3 hour chat outsourced rep sf fire cu also terrible managing communicating transition a little communication go long way i feel customer service rep bearing brunt leadership error,1
63,wow what the hell happened with this bank ive loyal member bank like 8 year i loved i would constantly talk much i loved bank others who but holy shit last couple week theyve completely tanked their new online banking system mobile apps work outofcontrol buggy ive spent le 5 6 hour one day addition day dealing fixing issue theyve created theyve hire call center many customer calling complain call queue range anywhere 50 100 it little cray cray ive gone loyal customer searching new bank bum hell ill closing account next week super disappointing what happened sf fire i avid fan customer now i cant trust money patronage please fire whichever executive idea changing everything they created clusterfuck ruined good bank,1
64,now pending transaction stay even transaction paid week old so double dip balance see two transaction,1
65,word cannot express much i love sffcu easy customer support abroad low interest credit card free checking free atm fee reimbursement free coin star machine branch zero complaint joy bank,5
66,it seems different posting branch so ill put review used main branch bank overallive member cu 6 year when i signed pain done great refund atm service charge noncu bank rep answered phone right away friendly knowledgeable helpfulthen year ago thing started change they cut number atm refund reduced service reduced phone hour it would take 30 minute reach someone phone center evening theyd leave chat hanging indefinitely the website frequently problem the app doesnt work half time my longtime password needed entered least 3 time system would recognize itthen couple week ago i called customer support line help i given worst attitude rep when i asked supervisor said none available when i asked speak local branch said possible when i asked name refused provide hung i called back got someone else explained happened asked speak someone branch the second rep told i didnt need speak branch employee couldnt anything conduct call center rep she refused put someone else when i asked name also hung i tried chat nobody answered i tried calling left hold indefinitely luckily i figured reach branch spoke someone got supervisor that person nice helpful assisted banking issue unfortunately took lot time effort needed get help bank banking issue a today customer support sunday none i cant log app website doesnt work i ask password reset i get either message saying i dont admin privilege get new password or i get message saying link sent none arrivesso i needing pay rent i every month transfer i cannot online service broken and nobody call know sundayim done sffcu honestly though i cant stand well fargo boa money least i know i get help access account needed well fargo provides number branch answer phone pleasant ive never hung i issue getting money neededi wish i leave cu i put money safekeeping keep i closing account next monthwould never recommend sffcu current state please go elsewhere,1
67,oh dont want money serve community rather big greedy bank you dont care how getting credit union care you i couldnt get heloc loan wrote president sffcu he put touch bob vp must 40 email made sure i got loan this changed life i ready lose house this truly personal business care work youand make difference greater world,5
68,time downgrade review over past 6 year sffcu slowly begun transforming something much le desirable highlight lowlights1 still updated online banking theyve promised nearly 5 year month away2 major change fee structure make much like big bank community credit union in particular unlimited atm refund 6 per month limit 4 per refund egregious going charge you using another atm first 6 thats right boa well fargo playbook not mention cut back phone support hours3 new management seems le committed institution value so thats im first republic unlimited atm refund worldwide amazing hand customer service impression actually care actually pretty significant account balance,2
69,let start saying i really love bank ive others one ive majority life i havent complaint change app new app bad bit confusing i lot trouble signing i kept picking option remember device kept forgetting kicking wasnt biggest problem though biggest problem bank would always answer whenever i would call online change there 200 people line front machine tell 0 people never answer either way every time i waited 20 minute phone hang automatically i know theyve warning u long ready online change i think would affect phone line severely really hard trust finance i cant even make change online get ahold anyone phone disappointed,2
70,only 3 location sf limited atm reimbursementslines mint market 5th st location every evening unarmed guard inside never watch walkstand bye outside atm crack head nearbycust supp 800 longer open till 10 pm 7 daysnow closed sundaysno longer offfes unlimited atm reimbursement711 list affiliate atmbe aware one 18th noe deposit advised many time still say get cash atmspoke 3 rep one supervisormany excuseswould credit acct 27i advised rep supervisor i going close sffcu accts lack service 27 all happy help close accounts2700 v 50k not smart move something wrong sffcu wa better closed sffcu accts transferred fund elsewhere do research this cu new ceo i suspect tightening belt all cu offer atm reimbursement this one special you dont firefighter someone family no special perk anymore,1
71,sffd fire credit union awesome first service outstandingsecond response time branch well via online chat superior bank even email correspondence associate point third staff rujni adrian simon gone beyond home loan cashier check everything i need literally every person work responsive helpful seems happy obviously management something correctly i also love seasonal event celebration pumpkin contest ornament decorationsif eligible favor open account refinance mortgage thank later,5
72,while i generally happy sf fire credit union shout anyone may reading credit card contesting charge dept pretty much useless i contested charge imposed hertz rentacar awful company btw save headache never rent car truly worst but i digress charged credit card without permission sent sf fire credit union necessary paperwork support i received call today stating could contest charge called hertz hertz said cannot reverse charge they said i apparently signed life away page 5 rental agreement basically gave permission what and end one lousy phone callus tried explain i submitted supporting documentation required show i fullfilled i supposed hertz basically said couldnt anything at one point i ask woman i talking stop talking i could finish sentencei dont know sf fire credit union small company i used citibank visa would issue i would already money back i would strongly suggest using credit card service like renting car hotel room etc use sf fire credit union credit card you better protection card linked larger organization that i,3
73,eight year ago i moved sf best bank but year gone paired service member recent nail coffin longer compatible mintcom ill keep account open cash deposit using online checking account service included interest rate wish i could continue support local business arent fitting need anymore,2
74,im updating review end i really good experience sf fire they offered great rate refinance completed process smoothly the rate i got arm investment property i longer live better rate i offered primary residence sofi i also felt good sf fire back credit union exists serve member well possible turn profit when i initially contacted sf fire i made appointment go office i filled online application i knocking one star following i hear back week though i checked via email phone then loan person engaged properly thing smooth thank sf fire,4
75,i forgot top checking account any normal bank would fined hundred dollar overdraft fee i would total freakout but sffire transferred necessary fund saving cover any minor inconvenience branch access travel issue basically using small local network v giant national made peace mind practical support banking someone back big bank designed profit machine credit union mostly designed take care member this make huge difference relationship especially long run,5
76,sf many bank bank offered free customer parking free fresh coffee half half milk iced bucket free fresh bake cooky like still warm omg i feel spoiledalso dog dont walk away without getting doggie treat honestly i kind regret i took 2 cooky morningthey additive,5
77,sf fire credit union got terrible situation took care gained loyal customeri small account petty cash i set early year i hadnt touched hadnt even finished setup yet 10 month later wallet stolen two day wedding friday night holiday weekend my usual bank response ended leaving stranded came vendor didnt accept check i panic sffcu transferred cash i needed cover vendor bill made sure money available took stammering mess happy customer 30 minute i cant thank enough great service,5
78,oleda spelling her name sound like oleda service rep sf fire credit union helpful phone earlier i deposited check weekend processing time took longer normal account monday holiday president day nevertheless worked get thing cleared i could go meeting financial obligation very helpful professional friendly service never failed,5
79,just set account im already impressed amazing customer service cant wait build banking relationship,5
80,the staff sffcu amazing i absentminded i forget head sometimes i able get home equity loan issue i fifth year loan every time i want change something cant figure online someone help so friendly helpful i southern ca i comfortable banking done folk the website easy navigate app android apple idiot proof i sometimes like use app rather imac i got iphone i using android last 5 year i used apps different able thing device what cu bank pick tab atm fee alone worth account san francisco fire credit union love heredan bern,5
81,now ive sffcu 5 year i thought i would write update the customer service improved immensely my main complaint service phone rude i issue year plus online chat option quick easy painless thanks fixing issue sffcu,5
82,the service amazingfirst ive bank america life know much credit union i research credit union bay area i say sf fire credit union best choice i qualified credit union i went school san francisco state and if go school i would recommend open account credit uniontheir interest rate credit card low rate return higher bank i like minimum amount start account 0 dollar easy open onei also liked i call i get talk real live person right away nice helpfuli lot coin one perk i really like coin star machine take percentage memberi satisfied,5
83,i banking sffcu 4 year i gotten nothing great service i got loan guy 4 year ago gave amazing rate promised made process quick easy payment easy manage well i called call center yesterday i lost debit card able replace right away branch my card ready within 10 min i wait 710 business day like bank super happy guy,5
