,review,rating
10,"BEWARE!! BEWARE!! I am looking into suing this bank. They have frozen my money on multiple occasions now. Showing my account balance as the correct number but suddenly ""available funds"" are zero. Most recently they charged me a bunch of random fees that I have to dispute. These actions cause checks to bounce and auto payments to fail. I'm on the phone constantly, simply trying to do damage control from being associated with this bank. Feels like they are trying to avoid a run on the bank. They are clearly on their last leg. Seriously, avoid this place at all cost.",1
11,"I used to love SF Fire Credit Union.  I talked about how great it was to friends and coworkers because it really did used to be great.In fall of 2017 SF Fire Credit Union did an overhaul of its app, site and customer service - the result was awful.  It's impossible to just update a payee anymore, when I updated my mortgage payee information I see the correct info online but the backend somehow was not updated and SF Fire Credit Union lost my March mortgage payment.  It's been weeks of calling constantly and trying to get anyone to be a customer advocate.  I am currently looking for a new credit union as I have zero faith in this one any more.",1
12,"AVOID THIS PLACE AT ALL COSTS!  After 15 years of OK service - just OK, never great because their online banking was problematic, what did they do?  Totally scrap their online banking and installed a new system.  Great idea! HORRIBLE EXECUTION!  Their new online banking system is impossible - the worst design ever.  I've spent 9 months (!) trying to get answers and solutions to all the new problems their dysfunctional system created.  To top it off, their help system, which used to be pretty good, has gotten worse, so recent ""helps"" and ""assistance"" I've gotten has compounded issues by creating new problems.  Max Edwards, who became my ""go-to"" guy to solve my problems once I threatened to move all my $ to another bank, stopped returning my emails and phone calls after a few months.  How the CEO was never fired for going with this horrible new online system I'll never know.",1
13,"Like many others here, in the space of just one year I have gone from loving the SF Fire Credit Union to finding it so broken and unprofessional that I can't trust them with my money any longer.Problems with new technology are to be expected; it's how you react to them that really makes the difference. SFFCU has been abysmal in this regard.The new bill pay system is a disaster. I had a rent check go unsent but their website & the app both showed it had been sent successfully! Naturally I didn't find out until the mgmt co called me asking after their money, which conveniently happened while I was traveling abroad. The SFFCU never could explain the problem, but in the end tried to blame me, saying ""you must have changed something within 24 hours of the scheduled payment."" 1) Their system said the payment was successful. 2) I didn't change anything, 3) if I had they presumably should know *what* (vs. ""something"") I'd changed, 4) the web app should not allow breaking changes without telling the user, and 5) did I mention I didn't change anything? As of today, their website shows the payment as failed, the mobile app still says it was successful.I had one customer support rep (local, but with grade school English) insult me for calling twice to follow up on this problem after they'd promised to follow up with me about by a specific date, but had not. Not only do they not care what went wrong, their customers are pests if they care.It is astounding that a beloved and reliable institution could fall apart so quickly, but that is what's happened. I hope they can bring it back, but I can't bet my farm on it.",1
14,"I believe there's an orchestrated effort by the credit union leadership to lose as many clients as possible in the shortest time possible. This is the only explanation as to why the level of service has been degraded so much. Perhaps they bit more than they can chew...I didn't change my opinion about SF Fire Credit Union overnight. No, it took three formidable strikes.Strike 1.I lost my wallet while vacationing in EU last summer. I immediately called SFF CU to cancel the debit card and I asked the representative to send the replacement card the fastest way possible to my home address (since they wouldn't ship it anywhere else). It took three weeks for the card to arrive at my home address. Meanwhile, I was stranded on an island in Croatia, and if it wasn't for the cash my travel friends gave me, it wouldn't have been a rough ordeal.Strike 2.I send money to family and friends located in EU every so often. SFF CU used to charge $25 for ACH transactions. Well, that has changed. Most recently when I tried to send money I learned that the fee has increased to $60. Fine, I said, let's just complete the transaction. The wire transfer ""goes through"" and I am charged $80. Not happy about this but at least the money will be delivered. Well, not really. After seven days of waiting and checking in to make sure the money is delivered, I learn that because the way SFF CU has executed the transaction the local bank is requiring a proof of money's origin. Long story short, the money was returned to my account and that took 5 additional days. I was charged an additional $30 for the pleasure. To recap, I've spent $110 to have the money take a trip to EU and back. Strike 3.I have a consumer line of credit with $0 balance that I have not used in years. I've misplaced the credit card long time ago and I paid a visit to their California branch to get a replacement card (because that's a more convenient way of doing business with this institution instead of being on the phone for hours). I've asked the person over the counter to cancel the old card and send me a new one in the mail. She said the new card will arrive within 5 business days. It's been a month since then. I don't actually need the credit card, I just need a bank I can rely on.",1
15,"Super wonderful bank! I left Well Fargo a few years ago and the difference is amazing. Hardly any issues, and if there have been any they were fixed asap! I had a card issue today and a teller at this branch (I believe her name was Moné) was super patient and helped me out very quickly and was incredibly friendly. I haven't regretted banking with them once. Plus the main branch is super nice, clean, welcoming, and they always have candy bowls...",5
16,"I've been a longtime member but am fed up. I'm closing my accounts. I always loved this credit union and recommended it to others. The best thing about it was their customer service. I could always get someone on the phone within 2 minutes and they were helpful and service-oriented. ATM visits were free, and there were multiple ways to deposit checks: mail or phone. Whatever way you used, the funds were available immediately. The online system was old, but totally worked. All that has changed in the last year. Now you can only deposit checks by phone; if they can't read the photo of your check, you're out of luck. Worse, the funds are no longer available immediately. The entire online system was redesigned and it's been impossible to access since. I had to set up all my accounts again, my husband was locked out of our joint account for months, and our recurring transfers from other banks were all cancelled. This all resulted in some very challenging bill-paying for a couple months, and two returned checks. The worst part is that the customer service, which used to be incredible, has gone down the tubes. Now no matter what time of day you call you have to wait for 15-20 minutes because ""we are experiencing high call volumes."" Messages sent to their online help center are never acknowledged or replied to. And the agents are no longer service-oriented. I just called to alert them to the fact that they'd charged me an overdraft fee twice for the same returned check and the agent told me smugly: ""that's part of banking."" She offered to refund it as a ""one time courtesy, but know that if this ever happens again we will not be refunding it.""I've been a customer for the better part of a decade and usually keep my accounts in 4 digits. The only reason I had a returned check was because a) deposits are no longer available immediately and b) I can no longer link my accounts or do automatic transfers. So my math was off by a few dollars on paying my PG&E bill this month, and my bank charged me *twice* for the overdraft fee. And next time that happens, I'll be out of luck? Yeah, there won't be a next time. Bye.",1
17,"I'm really happy to be able to come back to this review and say that SFFCU has mostly returned to the quality service I have come to expect from them as a long-time customer. Although the online banking transition caused me numerous problems, including money disappearing from my account for a week, the new system has been working well since the difficult rollout concluded.I still agree with many of the reviewers who have commented that the credit union feels overall much more impersonal than it once did. SFFCU used to consistently exceed my expectations, and now I would say they just generally meet them.",4
18,"I used to love them but I am adding to the list in my dismay about SF Fire Credit Union. You have been warned. Do not use them. It has been nothing but a pain since they have changed their system.I am in tech, and the tech company that they worked with to change all of this should be outed and avoided by all. I am trying to navigate their system right now and I just have given up. I will have to call them or chat with them in order to figure something out that should be obvious.",1
19,1) Their new online banking they pushed on us is absolute shite2) I'm trying to buy crypto from my personal funds from my DEBIT card according to recent regulation is not buying on credit and keeps getting declined.SFFCU was great 5 years ago when I started with them. Now it's meh.,1
20,"I am writing this as I have been on hold now for 27 minutes, even though the recording states there are only 7 people in front of me.  I joined the SFFCU in 2003 and they were stellar.  Just fabulous!  Since the new CEO came in it's been a horrible nightmare, not to mention this new online service and lack of customer service over the phone.  I have been trying to speak to a live person for over 2 weeks now.  I've opted for 6 call backs and never received any.  It is so heartbreaking what has happened to this once fine credit union.  Poor structure. Poor organization. No customer service.  The customer service was once so professional and well, Live.  I live in the east bay and will now have to drive to San Francisco to get my banking done.As soon as my business is completed, I will be closing all of my accounts and moving to a new bank.PLEASE PLEASE PLEASE do NOT bank at SFFCU.  Do not join this business. Do yourself a favor and join another credit union.  It's not worth the headache. This experience will leave you in tears.  I guarantee.FIRE THE NEW CEO!!! Diane Dykstra and Darren were so much better!",1
21,"A business has to manage it's operation within conditions that don't leave it susceptible to liability. I understand that. However when I applied to refinance my car with them, they would have saved me so much time by telling me they don't loan out money for anything related to business use. For example Uber, handyman services, personal delivery. At the very least providing me with other options. Not the case with SFFCU.",3
22,"Outstanding employees! Helpful, knowledgeable. Great financial services. We're so glad to be members",5
23,"Before diving into this review, I want to call out the Customer Service reps at SFFIRE for being consistently amazing. Without fail, when I speak to a rep about my frustrations I leave the interaction feeling better about things. If the rest of the business operated at that same high level of respect for the customer, I wouldn't be closing my account after 10+ years. I have been a _very_ vocal supporter of SFFIRE over the years I have been a member. Although they haven't been the fastest adopters of new technology, they have been trustworthy and intuitive with their banking products. I could always rely on transfers to go through, checks to be paid and to have access to my information. Over the years, I've run into a few banking emergencies (Identity theft, lost cards, etc) and SFFIRE has gone out of their way to make it right. It used to feel like working with a small, neighborhood bank where people saw you as a person - not just as a line item on a membership spreadsheet. With the recent updates, this all changed. Recently, the Credit Union decided to make a change to their online banking system - without adequate testing or notifications to members. As I'm sure other reviews will show, this has been incredibly disruptive to members. In the past 30 days, I have had..* Online Bill Pay be reset, losing scheduled payments* Connections to services like Quicken be broken, with NO eta for resolution. Seriously, I spoke with a rep today who confirmed it's just broken with no timeline on getting fixed. * My Debit Card cancelled without notification* 2+ Weeks waiting for a new debit card after paying $15 to have it expedited* Multiple hour wait times on my calls / chats on these issues. I've had to make 5 calls in the past two weeks on the above issues.I am a huge fan of Credit Unions and after all the great people I've worked with at SFFIRE, it truly bums me out to be leaving. I hope leadership learns a serious lesson from this debacle and starts putting it's members first again. It's a Credit Union, for goodness sake. Start acting like it, again.",2
24,"I used to recommend SFFCU to anyone who asked for bank recommendations in the area, but now I can't wait until my accounts are finally closed and I'm done dealing with SFFCU. It took 3 weeks for me to get a response about the necessary steps to close my accounts, and when I finally did get an answer, they told me they STILL CAN'T SEND EXTERNAL TRANSFERS... even to my own accounts at my new bank. I have to walk in to the branch, withdraw all of my money, and physically carry it across the city. SFFCU - what happened? How did you drop the ball so badly, and how are you still not recovered from it? You have ONE JOB... when are you going to start doing it again?",1
25,"Things were run better with Darren Herrmann was their CEO. The new people running the credit  union aren't rude to you, they just don't care.  My current car was financed at SFFCU from 2012 to the present. I had an excellent payment history and paid the loan off 4 months EARLY. I applied for a new loan and was rejected. When I spoke with their loan officer she references a ten year old debt on my credit report and tells me, ""I dont know why you were even approved for the car you have now."" She then tells me that she needs to speak with someone to see why they gave me the loan that I just paid off.  This is was two weeks ago. The online loan portal still says, ""Your loan application is currently under review."" (for 2 weeks??)Seems to me that SFFCU has already decided that they do not want my **return business** and the indifference of their loan officers speaks volumes about the declining customer service of this bank. Please send me the title to my car and I will be on my way to another bank who values their customers.",1
26,"If you depend on Quicken, please run for the hills and don't bank with these folks. If you need to download transactions, or keep books, you have to re do everything by hand.I banked with them and adored them for years. But their clunky 90s era website always was awful. But they recently updated it. It looks better, but all download functions were LOST and it's a useless website. It has thrown my business and rental income properties into total chaos.I loved this bank. But I'm done. Also: Their loan rates are quite a bit higher than any other bank out there. Always. It defeats the whole purpose of banking at a credit union, which used to be getting personal service, like human being who looks at you holistically and not just the FICO score. To get a fair deal on a mortgage, or a car loan, right? Well, wrong. At least here. As it is, you'll pay through the nose. And the fees? Forgetaboutit. Outrageous. Every time in the last seven years I refinanced or borrow money, their rates were so much higher than Bank of the West, Redwood Savings, or even Chase for heaven's sake. I just have given up.So sad, because other than that, they were a nice place to bank. If only they had actually affordable and useable banking services.",1
27,"Been a member of this credit union ever since I became a fireman 12 years ago, and it used to be fantastic. Customer service was incredible, and Darren Hermann did an outstanding job. Leadership is from the top down, and with the absolute fiasco that SFFCU is currently, it's clear that they have zero leadership. Customer service as poor as they offer today would never have been tolerated before. You will wait forever to speak to someone, who will usually be more interested in explaining why they can't access the system, than to be of any help. We will be looking for a new credit union immediately, one that acts like a damn ""CREDIT UNION"". I truly hope that SFFCU goes out of business, they absolutely deserve it at this point.  Shame on you SFFCU.",1
28,"In protest of their new app v3.0 I have the following to share :As a member for seven years, This new app is AWFUL. The interface is clunky and feels like something created in 1995. The entire design is like there was no thought put into it. As though sffire saw another app they liked and forced it on themselves. Unintuitive and bleak to the eyes. Buggy everywhere. I got kicked off of customer service chat with no warning and the chat window kept closing my keyboard and I couldn't see what I was writing or where I was in the conversation. As one of the first banking establishments to have an app, you've really gone so far backwards that its embarrassing. Please bring back the old app.",1
29,"""There are 246 callers ahead of you."" They could have avoided this disaster by communicating more clearly and personally with customers regarding the imminent transition. Instead, they beat us over the heads with generic messages like ""Transfer to new online system,"" without spelling out in detail exactly how this would affect us, waiting for us to suddenly get hit with unpleasant surprises on the day of. Like: I can no longer make payments via ACH transfers to vendors. I assume this also means if someone tries to pay me through ACH, I will never receive it. I don't actually know because my estimated wait time is greater than 30 minutes because there are 245 callers ahead of me. I asked to hold my place in line to request a call back. When I was in a meeting when they called me back at the end of the day, guess what, I lost my place in line. Now I get to do it all. Over. Again.",1
30,This place is a joke waited half an hour with the place is empty and not one person could help me despite me asking to speak with someone. Never coming here again. Non existent customer service.,1
31,"Been a customer since 2010 and I've never looked back. Banks should be accountable to their customers not their shareholders, and this bank caters to its clients. Whatever rumors you have heard about credit unions, SF Fire Credit Union will put them to shame. And don't worry, you will never have to file a class action lawsuit against them.",5
32,"Despite the huge growth in membership and occasional long waits on hold, I give SF Fire the highest grade possible of any financial institution I have dealt with, and I have dealt with many.  My faith in SF Fire was renewed with an excellent experience with an outgoing international wire, handled smoothly and professionally because of a transparent online submission system, and Robert in the wire transfer dept.  Also, their fees are still the best of any credit union, including no foreign exchange fees when using an overseas ATM.  I will be taking my membership with me and using my account even if I move overseas.",5
33,"I have been a customer for many years, and I'm seriously considering finding another credit union. Since they revamped their website, I have experienced nothing but problems. I needed a tutorial to learn how to transfer funds! It's a banking tool...how difficult could it possibly be? I had a 5-year loan payment which was paid automatically out of my account for 4 years and 5 months until they changed their site, and then the payments stopped for some reason. I had to call and get them to reinstate after sitting on hold for almost an hour. What a clusterf*ck.I'm not sure what happened, but what was once a fantastic place to bank has gone into the toilet. Both of their online and mobile sites/apps have been down since this AM and aren't expected to be back up until later this evening, according to a rep I spoke to. I have given feedback every time I have called and it doesn't seem that anyone is listening. The expression ""if it ain't broke, don't fix it"" seems very fitting here...maybe they should take some advice and leave well enough alone.",1
34,Business Members! If you are having trouble getting a hold of someone real - demand the call center to give you a phone number for the business services department. They finally did and I spoke to someone in their SF office and got what I needed immediatly.Behind all the mess the core of SF Fire still stands. And they are working hard to fix the issues.,5
35,"Like almost EVERYONE below me, absolutely LOVED the CU under the leadership of previous CEO. I single-handily referred like 10 customers to them. Then, a new CEO, new online banking system and it's prob the MOST poorly run banking operation I have ever had the displeasure of experiencing (and that includes Skank of Amerika, Hells Cargo, and Shitty Bank).I plan on going to the Annual member meeting only because it's going to be amazing to hear how they try and explain away gross negligence, mismanagement and the almost complete disintegration of member trust. Sad day but it's time to move on. This is not the credit union I once knew. #fireKathyElser",1
36,"I have loved SF Fire for years and use it both for my personal and business banking. HOWEVER, they've recently transferred over to a new banking system and I am no longer a fan. So many things have gone wrong I have been on the phone with them no less than 15 times. Today was absolutely the worst. I realized that somehow their online banking system sent double rent payments to my landlord. It did this last month as well and I spent an hour with customer service trying to remedy the problem. When it happened again this month I was livid. I hopped on what used to be a convenient and effective chat system and waited FOURTY minutes for a customer service representative to tell me, ""Oh yeah, looks like there's was a transfer in our old system that was set up but it was deleted. Anything else I can help you with?"" Yes, yes, there is something else you can help me with. You can tell me why the double transfer happened again this month if it was deleted. You can tell me why your new system makes it impossible to see the reoccurring transfers that I set up in your old system. You can tell me why it took forty minutes for you to tell me you see the double transfer. I decided to get off of chat and call customer service. After waiting AGAIN I'm told I need to call a different number. It's now been over an hour I've been trying to deal with the bank. I call the new number and it says there are TWENTY SEVEN people in front of me. I waited twenty minutes and hung up. This is ridiculous and unacceptable. This is people's money. Get your act together SF FIRE.",1
37,"All I need to say is run. Run far far away from this bank. It's been such a disaster lately - I want to pull my hair out every time with the app. And calling to ask for help once your locked out of the app for literally ZERO reason, the person does not help you AT ALL!!! It's been a nightmare and I am very very very frustrated by it all. My ex and I both have accounts here and all my brothers and sisters - so we transfer money back and forth or I'd have kicked rocks a long Long time ago. But my direct deposit i am taking away and finding a new place to bank. It's honestly super sad as my Da opened up my account with them when I was born and I've been a member for 30 years :( Just wish they'd go back to the 5 star bank they once were.",1
38,"I've been with them since 2012 and they were great.... until they started making subtle changes like reducing the number of refundable ATM fees and changing their hours, but the straw that broke the camel's back was the sudden upgrade to a whole new online and mobile banking system. Everything worked as it should on the old system- you can activate your cards, report your cards stolen, report travel notifications, etc. Well, say goodbye to all of that. Not only are those functions no longer available online, mobile depositing was down for a good month, my 'automatic' car payments were constantly withdrawing the wrong amounts, and it took forever to reach anyone using their 'chat' feature which in the past took no more than a couple minutes. Yes, they do have competitive auto loan rates and still refund on ATM fees, albeit a small finite amount, but I don't think it outweighs the inconvenience of using their 'new' system. I used to constantly rave about this credit union, but I think it might be time for me to look elsewhere. I suggest avoiding at all cost if you are looking for a user friendly and comprehensive system to do your banking.",1
39,"I wanted to open a checking account with them b/c BofA which I was with for 26 years  changed their free checking requirements to high balance minimum I walked into to the branch no one was in front but 2 ipads. They wanted my personal info: name,address, phone # & take my picture to create a photo badge to speak to a representative uhhhhh me thinks not BUH BYE!!!!  That is ridiculous you have all my personal info before i do any business with you??? Don't think so just turned around walked right out. I aint ever coming back.BYE FELICIA!!!!",1
40,"Updated: 2/18/18  I have since closed account and am very happy at new financial institution.I had a friend who was going to open an account here based on my praises before the conversion fiasco!  That person was just a couple of days away from joining. After my updated info that person won't go near this credit union.Original 2/2/18While there are so many advantages to belonging to a credit union, this is not a Credit Union I can recommend.Customer Service has gone from A+ to C-The implementation of the new online banking system was totally mismanaged.  FThe new online banking system  FIt is cumbersome not user friendly and it seems that it is not going to get any better. I am not confident about the security of the system.The ATMs are old and cumbersome.  D  If they ""upgarade"" that system I hope they will do it much better than the implementation of new on line system.It seems the common thread for most of this - excluding ATMs - is the fairly new President and CEO Kathy Elser.  My grade for her is D-.I am switching back to a major bank which based on my experience has stellar customer service.",1
41,"Somehow this feels like the new wave of everything. This is how it works now:  Take something wonderful that works perfectly well for the member clients (who are so thrilled with the credit union offerings and service, they feel like they're in on something special!), then decide arbitrarily to make a change to the system that completely doesn't work (with very vague and uninformative explanations for why this change was essential, other than a vague reference to ""security"").  When I've called, and had to wait then leave the call in frustration, and finally succumbed to leaving a ""voice of the member"" message that went unanswered, I'm left wondering, who was the one who decided this is a good idea?  Was this just another bad idea sold to us as an ""improvement"" we needed?The changes are ill-timed (end-of-the year, holidays, not to mention what's happening around us in the world) and the new website was not only so poorly introduced, it has taken away most of the useful functions that many loved (like being able to write descriptions for each transaction, make ACH transfer payments and keeping a clear track of payment and transaction history!).  Payments I thought were made were lost.  They've offered to pay the penalties.  But what about the time it's taken to figure out the state of things?  All the calls to vendors and services wondering whether they got paid!  How is it possible that ALL the history of past payments were wiped out, and when I asked about it, I was told to do a search in my account for past payments!! Is this a joke?  It's like we went from 2005 back to 1996, and were told ""Get with the program, this is better for you!  Are you a Luddite?""  B-S-.  Clearly the care SFFCU has always exhibited has left the building.  The mea culpa message written by the CEO was a joke and insulting.  The usual ""we're working to fix the problem"" left so much unanswered:  When?  How?  The only real fix is to abandon this project billed as an improvement (Millennium Tower, anyone?  How about that stadium in Santa Clara?) and go back.Like everyone else who's left a review, I am heartbroken.  I was a disciple of SFFCU, having switched from a big bank in 2011 and after a short time, and such great products and services, convinced more than a few of my friends and family members to make the switch to SFFCU.  Leave the Corporate Bank!   I did, finally after being with WF for over 27 years, and reluctantly leaving at first, but so glad I did.  Here I am, just 6 years later, and facing the fact that I have to leave another financial institution yet again.When I finally did get a chance to speak to someone, it was suggested that I'd feel differently once I learned the new system.  Sure, just like I now enjoy paying $35 for checking a bag on an airplane and not getting a meal of any kind on a cross-country flight. I'm left now, at the holidays and end of the year, like thousands of others, with a system I don't trust and a need to leave this credit union.  I asked if there was a way to go back to the old system, and again, I got treated like I was just another person who couldn't adapt to new technology.  Again, BS.I live in the present, accept change, (mostly) enjoy new technology.  But I can't accept technological changes that strip away the benefits and ease for a system that offers no benefit but frustration. I'm not going back.I'd love to hear from anyone from SFFCU who has a suggestion for a new credit union/financial institution.  I'd prefer not to go back to the big bank, but if I have to I will.Thank you for the good years, SFFCU.",1
42,"Originally left a big bank for the improved customer service and lower rates of a credit union. It's been good up until the implementation of their new banking system this month...When attempting to log into their new system with my account number, it was linked to a completely different person - the security questions and phone number associated with my account number were completely different. Yes, I made sure it was my account number and not a typo. This kind of error should never happen, and it goes shows complete incompetency on their end to release a website to members with a bug as critical as I described. So after waiting over 90 minutes to speak with a customer support agent, they said that I'll need to reregister my information to relink my account... Guess what? The registration on their site is currently disabled. The agent mentioned that my error was not a one-off and members have been calling in and complaining about the same issue.So, in summary, my account number is currently linked to someone else's record and I have no way of retrieving it/correcting their mistake unless I visit a branch.",1
43,"Adding yet another one star review for the abysmal state of things over the last few weeks since the online/mobile ""updates"" (more like regression...)  I used to love this bank, it was easy to use and customer service always picked up right away.  Now there is an unending wait on hold for a rep who sounds like they are just making up answers to appease disgruntled customers.  And the bank has not issued any updates to the members about problems with the roll-out or any apologies.  I'm currently searching for a new bank and will be relieved to remove my money from such a sinking ship!",1
44,"Used to be excellent, a jewel in the rough. New CEO came in and it's been all downhill since then. For some unknown reason they decided to upgrade the online banking system, and it's a disaster. It's way less user friendly. Furthermore key functions are lost, it's no longer possible to send ACH transfers to other people. Even transfers within the credit union are gone. The phone lines, where you used to be answered by a person almost immediately are permanently jammed with an automated system and ages to get someone. All the reasons to be here are slipping away.",1
45,"I'm adding to the chorus of ""it used to be great in so many ways... and now it's impossibly difficult and horrible."" Not only is customer service in shambles, but I have financed and paid off two cars with this institution (I am one of its first members), and I have most recently been unable to get them to finance my newest car (so I went to Alliance Credit Union in San Jose and was approved with an even better interest rate). What happened? My credit is A. I've paid off two with you. I've increased my income... I used to refer and recommend SFFCU to everyone. I was simply so happy to have a banking institution that made me feel as if they valued my business and my financial safety. Not anymore. The new online banking website acts and looks pre-Y2K. DEAR BOARD MEMBERS: Can you do something? This is severely unfortunate.",1
46,"How can there be 0 people ahead of me in line, and yet I've still been waiting on hold for 20 minutes? This service is insulting. On past occasions people in the call center have discussed my account with me and failed to verify my identity properly, just asked for my member number. That is shocking from a financial institution. I emailed the manager about it, no response. I have a credit card at Chase and I'm considering moving my banking there as well. The customer service is professional and courteous, nothing like SF Fire.",1
47,"When you call, you are on hold for 25 minutes, then a agent comes on the phone to put you on hold again for another 10 minutes. Won't be using this Credit Union to open up an account. Suggestion: Hire more staff to handle incoming calls. If there were no stars to give I would give a ZERO star.",1
48,I used to love SF fire credit union. It is now a nightmare. Have no clue what they were thinking or who was in charge of this new on line banking. They make it impossible to pay loans or even log in. I regret getting my vehicle loan with them. In the past they were amazing. Don't get me wrong. The employees here are so nice and are more than willing to help. But it is out of their hands. They are now overwhelmed with calls that have their costumers on hold over 30min. Now my car payment is late and I feel obligated to drive out there instead of calling. It's probably faster from the east bay. Consider using a different credit union if you can.,1
